"","country","year","sex","age","suicides_no","population","gdp_for_year","gdp_per_capita","generation","continent"
"19634","Puerto Rico",1991,"Male","55-74",68,195000,32287031000,9974,"Silent","Americas"
"19635","Puerto Rico",1991,"Male","35-54",121,364000,32287031000,9974,"Boomers","Americas"
"19636","Puerto Rico",1991,"Male","25-34",47,292000,32287031000,9974,"Boomers","Americas"
"19637","Puerto Rico",1991,"Male","15-24",39,326000,32287031000,9974,"Generation X","Americas"
"19638","Puerto Rico",1991,"Female","35-54",17,424000,32287031000,9974,"Boomers","Americas"
"19639","Puerto Rico",1991,"Female","55-74",8,235000,32287031000,9974,"Silent","Americas"
"19640","Puerto Rico",1991,"Female","75+",2,71000,32287031000,9974,"G.I. Generation","Americas"
"19641","Puerto Rico",1991,"Female","25-34",7,305000,32287031000,9974,"Boomers","Americas"
"19642","Puerto Rico",1991,"Female","15-24",2,314000,32287031000,9974,"Generation X","Americas"
"19643","Puerto Rico",1991,"Male","5-14",1,334000,32287031000,9974,"Millenials","Americas"
"19644","Puerto Rico",1991,"Female","5-14",0,320000,32287031000,9974,"Millenials","Americas"
"19645","Puerto Rico",1992,"Male","75+",23,66100,34630430000,10533,"G.I. Generation","Americas"
"19646","Puerto Rico",1992,"Male","55-74",66,221400,34630430000,10533,"Silent","Americas"
"19647","Puerto Rico",1992,"Male","35-54",98,397100,34630430000,10533,"Boomers","Americas"
"19648","Puerto Rico",1992,"Male","25-34",61,253800,34630430000,10533,"Boomers","Americas"
"19649","Puerto Rico",1992,"Male","15-24",31,318000,34630430000,10533,"Generation X","Americas"
"19650","Puerto Rico",1992,"Female","55-74",10,259300,34630430000,10533,"Silent","Americas"
"19651","Puerto Rico",1992,"Female","35-54",15,455200,34630430000,10533,"Boomers","Americas"
"19652","Puerto Rico",1992,"Female","75+",2,82500,34630430000,10533,"G.I. Generation","Americas"
"19653","Puerto Rico",1992,"Female","15-24",5,314100,34630430000,10533,"Generation X","Americas"
"19654","Puerto Rico",1992,"Female","25-34",3,280600,34630430000,10533,"Boomers","Americas"
"19655","Puerto Rico",1992,"Female","5-14",0,314000,34630430000,10533,"Millenials","Americas"
"19656","Puerto Rico",1992,"Male","5-14",0,325800,34630430000,10533,"Millenials","Americas"
"19657","Puerto Rico",1993,"Male","75+",34,68936,36922456000,11146,"G.I. Generation","Americas"
"19658","Puerto Rico",1993,"Male","35-54",116,408115,36922456000,11146,"Boomers","Americas"
"19659","Puerto Rico",1993,"Male","25-34",69,250629,36922456000,11146,"Boomers","Americas"
"19660","Puerto Rico",1993,"Male","55-74",59,229549,36922456000,11146,"Silent","Americas"
"19661","Puerto Rico",1993,"Male","15-24",33,312503,36922456000,11146,"Generation X","Americas"
"19662","Puerto Rico",1993,"Female","35-54",16,467965,36922456000,11146,"Boomers","Americas"
"19663","Puerto Rico",1993,"Female","55-74",7,268361,36922456000,11146,"Silent","Americas"
"19664","Puerto Rico",1993,"Female","15-24",6,310130,36922456000,11146,"Generation X","Americas"
"19665","Puerto Rico",1993,"Female","25-34",4,277006,36922456000,11146,"Boomers","Americas"
"19666","Puerto Rico",1993,"Female","5-14",1,310642,36922456000,11146,"Millenials","Americas"
"19667","Puerto Rico",1993,"Female","75+",0,86920,36922456000,11146,"G.I. Generation","Americas"
"19668","Puerto Rico",1993,"Male","5-14",0,321716,36922456000,11146,"Millenials","Americas"
"19669","Puerto Rico",1994,"Male","75+",28,70019,39690630000,11871,"G.I. Generation","Americas"
"19670","Puerto Rico",1994,"Male","35-54",119,416464,39690630000,11871,"Boomers","Americas"
"19671","Puerto Rico",1994,"Male","55-74",65,235516,39690630000,11871,"Silent","Americas"
"19672","Puerto Rico",1994,"Male","25-34",68,249479,39690630000,11871,"Boomers","Americas"
"19673","Puerto Rico",1994,"Male","15-24",35,315916,39690630000,11871,"Generation X","Americas"
"19674","Puerto Rico",1994,"Female","35-54",18,478324,39690630000,11871,"Boomers","Americas"
"19675","Puerto Rico",1994,"Female","75+",2,89539,39690630000,11871,"G.I. Generation","Americas"
"19676","Puerto Rico",1994,"Female","55-74",6,276151,39690630000,11871,"Silent","Americas"
"19677","Puerto Rico",1994,"Female","15-24",5,312389,39690630000,11871,"Generation X","Americas"
"19678","Puerto Rico",1994,"Male","5-14",5,317830,39690630000,11871,"Millenials","Americas"
"19679","Puerto Rico",1994,"Female","25-34",4,275045,39690630000,11871,"Boomers","Americas"
"19680","Puerto Rico",1994,"Female","5-14",0,306952,39690630000,11871,"Millenials","Americas"
"19681","Puerto Rico",1995,"Male","75+",26,71169,42647331000,12636,"G.I. Generation","Americas"
"19682","Puerto Rico",1995,"Male","35-54",94,424318,42647331000,12636,"Boomers","Americas"
"19683","Puerto Rico",1995,"Male","25-34",50,247971,42647331000,12636,"Generation X","Americas"
"19684","Puerto Rico",1995,"Male","55-74",47,242286,42647331000,12636,"Silent","Americas"
"19685","Puerto Rico",1995,"Male","15-24",38,319165,42647331000,12636,"Generation X","Americas"
"19686","Puerto Rico",1995,"Female","55-74",10,284606,42647331000,12636,"Silent","Americas"
"19687","Puerto Rico",1995,"Female","35-54",13,487958,42647331000,12636,"Boomers","Americas"
"19688","Puerto Rico",1995,"Female","25-34",6,272632,42647331000,12636,"Generation X","Americas"
"19689","Puerto Rico",1995,"Female","15-24",4,314481,42647331000,12636,"Generation X","Americas"
"19690","Puerto Rico",1995,"Female","75+",1,92485,42647331000,12636,"G.I. Generation","Americas"
"19691","Puerto Rico",1995,"Female","5-14",0,303666,42647331000,12636,"Millenials","Americas"
"19692","Puerto Rico",1995,"Male","5-14",0,314417,42647331000,12636,"Millenials","Americas"
"19693","Puerto Rico",1996,"Male","75+",31,73432,45340835000,13328,"G.I. Generation","Americas"
"19694","Puerto Rico",1996,"Male","35-54",113,430008,45340835000,13328,"Boomers","Americas"
"19695","Puerto Rico",1996,"Male","25-34",62,251033,45340835000,13328,"Generation X","Americas"
"19696","Puerto Rico",1996,"Male","55-74",55,246870,45340835000,13328,"Silent","Americas"
"19697","Puerto Rico",1996,"Male","15-24",35,317510,45340835000,13328,"Generation X","Americas"
"19698","Puerto Rico",1996,"Female","75+",4,95751,45340835000,13328,"G.I. Generation","Americas"
"19699","Puerto Rico",1996,"Female","15-24",8,313521,45340835000,13328,"Generation X","Americas"
"19700","Puerto Rico",1996,"Female","55-74",7,290912,45340835000,13328,"Silent","Americas"
"19701","Puerto Rico",1996,"Female","35-54",10,495701,45340835000,13328,"Boomers","Americas"
"19702","Puerto Rico",1996,"Female","25-34",5,273883,45340835000,13328,"Generation X","Americas"
"19703","Puerto Rico",1996,"Male","5-14",1,312022,45340835000,13328,"Millenials","Americas"
"19704","Puerto Rico",1996,"Female","5-14",0,301180,45340835000,13328,"Millenials","Americas"
"19705","Puerto Rico",1997,"Male","35-54",107,436249,48187039000,14037,"Boomers","Americas"
"19706","Puerto Rico",1997,"Male","55-74",57,252076,48187039000,14037,"Silent","Americas"
"19707","Puerto Rico",1997,"Male","75+",16,75620,48187039000,14037,"G.I. Generation","Americas"
"19708","Puerto Rico",1997,"Male","25-34",36,254232,48187039000,14037,"Generation X","Americas"
"19709","Puerto Rico",1997,"Male","15-24",37,315165,48187039000,14037,"Generation X","Americas"
"19710","Puerto Rico",1997,"Female","35-54",12,503717,48187039000,14037,"Boomers","Americas"
"19711","Puerto Rico",1997,"Female","55-74",5,297772,48187039000,14037,"Silent","Americas"
"19712","Puerto Rico",1997,"Female","25-34",1,275007,48187039000,14037,"Generation X","Americas"
"19713","Puerto Rico",1997,"Male","5-14",1,311608,48187039000,14037,"Millenials","Americas"
"19714","Puerto Rico",1997,"Female","15-24",1,311937,48187039000,14037,"Generation X","Americas"
"19715","Puerto Rico",1997,"Female","5-14",0,300253,48187039000,14037,"Millenials","Americas"
"19716","Puerto Rico",1997,"Female","75+",0,99121,48187039000,14037,"G.I. Generation","Americas"
"19717","Puerto Rico",1998,"Male","75+",32,77560,54086400000,15610,"G.I. Generation","Americas"
"19718","Puerto Rico",1998,"Male","35-54",103,442734,54086400000,15610,"Boomers","Americas"
"19719","Puerto Rico",1998,"Male","25-34",55,256954,54086400000,15610,"Generation X","Americas"
"19720","Puerto Rico",1998,"Male","55-74",55,257733,54086400000,15610,"Silent","Americas"
"19721","Puerto Rico",1998,"Male","15-24",42,312752,54086400000,15610,"Generation X","Americas"
"19722","Puerto Rico",1998,"Female","55-74",8,305106,54086400000,15610,"Silent","Americas"
"19723","Puerto Rico",1998,"Female","15-24",8,310034,54086400000,15610,"Generation X","Americas"
"19724","Puerto Rico",1998,"Female","35-54",11,511564,54086400000,15610,"Boomers","Americas"
"19725","Puerto Rico",1998,"Female","25-34",3,275628,54086400000,15610,"Generation X","Americas"
"19726","Puerto Rico",1998,"Female","75+",1,102476,54086400000,15610,"G.I. Generation","Americas"
"19727","Puerto Rico",1998,"Male","5-14",3,312182,54086400000,15610,"Millenials","Americas"
"19728","Puerto Rico",1998,"Female","5-14",0,300111,54086400000,15610,"Millenials","Americas"
"19729","Puerto Rico",1999,"Male","75+",29,79062,5.7841e+10,16560,"G.I. Generation","Americas"
"19730","Puerto Rico",1999,"Male","35-54",103,448569,5.7841e+10,16560,"Boomers","Americas"
"19731","Puerto Rico",1999,"Male","55-74",54,263761,5.7841e+10,16560,"Silent","Americas"
"19732","Puerto Rico",1999,"Male","25-34",48,258647,5.7841e+10,16560,"Generation X","Americas"
"19733","Puerto Rico",1999,"Male","15-24",22,310365,5.7841e+10,16560,"Generation X","Americas"
"19734","Puerto Rico",1999,"Female","55-74",11,312915,5.7841e+10,16560,"Silent","Americas"
"19735","Puerto Rico",1999,"Female","75+",3,105573,5.7841e+10,16560,"G.I. Generation","Americas"
"19736","Puerto Rico",1999,"Female","25-34",5,275536,5.7841e+10,16560,"Generation X","Americas"
"19737","Puerto Rico",1999,"Female","35-54",9,518263,5.7841e+10,16560,"Boomers","Americas"
"19738","Puerto Rico",1999,"Female","5-14",2,299738,5.7841e+10,16560,"Millenials","Americas"
"19739","Puerto Rico",1999,"Female","15-24",2,307757,5.7841e+10,16560,"Generation X","Americas"
"19740","Puerto Rico",1999,"Male","5-14",1,312535,5.7841e+10,16560,"Millenials","Americas"
"19741","Puerto Rico",2000,"Male","35-54",127,453001,61701800000,17569,"Boomers","Americas"
"19742","Puerto Rico",2000,"Male","75+",19,80076,61701800000,17569,"G.I. Generation","Americas"
"19743","Puerto Rico",2000,"Male","55-74",57,270196,61701800000,17569,"Silent","Americas"
"19744","Puerto Rico",2000,"Male","25-34",43,258901,61701800000,17569,"Generation X","Americas"
"19745","Puerto Rico",2000,"Male","15-24",32,307961,61701800000,17569,"Generation X","Americas"
"19746","Puerto Rico",2000,"Female","25-34",8,274613,61701800000,17569,"Generation X","Americas"
"19747","Puerto Rico",2000,"Female","55-74",7,321269,61701800000,17569,"Silent","Americas"
"19748","Puerto Rico",2000,"Female","35-54",9,523033,61701800000,17569,"Boomers","Americas"
"19749","Puerto Rico",2000,"Female","75+",1,108286,61701800000,17569,"G.I. Generation","Americas"
"19750","Puerto Rico",2000,"Female","15-24",2,305040,61701800000,17569,"Generation X","Americas"
"19751","Puerto Rico",2000,"Female","5-14",0,298109,61701800000,17569,"Millenials","Americas"
"19752","Puerto Rico",2000,"Male","5-14",0,311462,61701800000,17569,"Millenials","Americas"
"19753","Puerto Rico",2001,"Male","75+",20,81513,69208400000,19649,"Silent","Americas"
"19754","Puerto Rico",2001,"Male","55-74",61,274330,69208400000,19649,"Silent","Americas"
"19755","Puerto Rico",2001,"Male","35-54",93,452544,69208400000,19649,"Boomers","Americas"
"19756","Puerto Rico",2001,"Male","25-34",41,260445,69208400000,19649,"Generation X","Americas"
"19757","Puerto Rico",2001,"Male","15-24",38,306820,69208400000,19649,"Millenials","Americas"
"19758","Puerto Rico",2001,"Female","35-54",15,522777,69208400000,19649,"Boomers","Americas"
"19759","Puerto Rico",2001,"Female","75+",3,111602,69208400000,19649,"Silent","Americas"
"19760","Puerto Rico",2001,"Female","55-74",8,326573,69208400000,19649,"Silent","Americas"
"19761","Puerto Rico",2001,"Female","25-34",4,275480,69208400000,19649,"Generation X","Americas"
"19762","Puerto Rico",2001,"Female","15-24",4,303110,69208400000,19649,"Millenials","Americas"
"19763","Puerto Rico",2001,"Male","5-14",2,310009,69208400000,19649,"Millenials","Americas"
"19764","Puerto Rico",2001,"Female","5-14",0,297009,69208400000,19649,"Millenials","Americas"
"19765","Puerto Rico",2002,"Male","75+",22,82408,71623500000,20325,"Silent","Americas"
"19766","Puerto Rico",2002,"Male","35-54",80,451276,71623500000,20325,"Boomers","Americas"
"19767","Puerto Rico",2002,"Male","55-74",47,278010,71623500000,20325,"Silent","Americas"
"19768","Puerto Rico",2002,"Male","25-34",37,261506,71623500000,20325,"Generation X","Americas"
"19769","Puerto Rico",2002,"Male","15-24",16,304764,71623500000,20325,"Millenials","Americas"
"19770","Puerto Rico",2002,"Female","25-34",9,275792,71623500000,20325,"Generation X","Americas"
"19771","Puerto Rico",2002,"Female","55-74",10,331501,71623500000,20325,"Silent","Americas"
"19772","Puerto Rico",2002,"Female","35-54",14,521365,71623500000,20325,"Boomers","Americas"
"19773","Puerto Rico",2002,"Female","75+",1,114357,71623500000,20325,"Silent","Americas"
"19774","Puerto Rico",2002,"Female","15-24",2,300542,71623500000,20325,"Millenials","Americas"
"19775","Puerto Rico",2002,"Female","5-14",1,294844,71623500000,20325,"Millenials","Americas"
"19776","Puerto Rico",2002,"Male","5-14",0,307586,71623500000,20325,"Millenials","Americas"
"19777","Puerto Rico",2003,"Male","75+",23,82868,74827400000,21264,"Silent","Americas"
"19778","Puerto Rico",2003,"Male","35-54",102,450073,74827400000,21264,"Boomers","Americas"
"19779","Puerto Rico",2003,"Male","55-74",51,280807,74827400000,21264,"Silent","Americas"
"19780","Puerto Rico",2003,"Male","15-24",34,302523,74827400000,21264,"Millenials","Americas"
"19781","Puerto Rico",2003,"Male","25-34",29,261935,74827400000,21264,"Generation X","Americas"
"19782","Puerto Rico",2003,"Female","35-54",11,519735,74827400000,21264,"Boomers","Americas"
"19783","Puerto Rico",2003,"Female","15-24",5,298065,74827400000,21264,"Millenials","Americas"
"19784","Puerto Rico",2003,"Female","25-34",3,275189,74827400000,21264,"Generation X","Americas"
"19785","Puerto Rico",2003,"Female","55-74",3,335704,74827400000,21264,"Silent","Americas"
"19786","Puerto Rico",2003,"Male","5-14",1,304000,74827400000,21264,"Millenials","Americas"
"19787","Puerto Rico",2003,"Female","5-14",0,291486,74827400000,21264,"Millenials","Americas"
"19788","Puerto Rico",2003,"Female","75+",0,116641,74827400000,21264,"Silent","Americas"
"19789","Puerto Rico",2004,"Male","75+",28,83003,80322313000,22874,"Silent","Americas"
"19790","Puerto Rico",2004,"Male","35-54",101,449605,80322313000,22874,"Boomers","Americas"
"19791","Puerto Rico",2004,"Male","25-34",49,261853,80322313000,22874,"Generation X","Americas"
"19792","Puerto Rico",2004,"Male","55-74",52,282860,80322313000,22874,"Silent","Americas"
"19793","Puerto Rico",2004,"Male","15-24",25,300813,80322313000,22874,"Millenials","Americas"
"19794","Puerto Rico",2004,"Female","25-34",6,273756,80322313000,22874,"Generation X","Americas"
"19795","Puerto Rico",2004,"Female","55-74",6,339277,80322313000,22874,"Silent","Americas"
"19796","Puerto Rico",2004,"Female","35-54",8,518614,80322313000,22874,"Boomers","Americas"
"19797","Puerto Rico",2004,"Female","75+",1,118620,80322313000,22874,"Silent","Americas"
"19798","Puerto Rico",2004,"Female","5-14",1,287120,80322313000,22874,"Millenials","Americas"
"19799","Puerto Rico",2004,"Female","15-24",1,296310,80322313000,22874,"Millenials","Americas"
"19800","Puerto Rico",2004,"Male","5-14",1,299631,80322313000,22874,"Millenials","Americas"
"19801","Puerto Rico",2005,"Male","75+",20,82848,83914521300,23944,"Silent","Americas"
"19802","Puerto Rico",2005,"Male","55-74",61,284745,83914521300,23944,"Silent","Americas"
"19803","Puerto Rico",2005,"Male","35-54",96,449867,83914521300,23944,"Boomers","Americas"
"19804","Puerto Rico",2005,"Male","25-34",39,261481,83914521300,23944,"Generation X","Americas"
"19805","Puerto Rico",2005,"Male","15-24",29,299874,83914521300,23944,"Millenials","Americas"
"19806","Puerto Rico",2005,"Female","55-74",13,342743,83914521300,23944,"Silent","Americas"
"19807","Puerto Rico",2005,"Female","35-54",16,517943,83914521300,23944,"Boomers","Americas"
"19808","Puerto Rico",2005,"Female","75+",3,120440,83914521300,23944,"Silent","Americas"
"19809","Puerto Rico",2005,"Female","25-34",6,271874,83914521300,23944,"Generation X","Americas"
"19810","Puerto Rico",2005,"Male","5-14",3,295231,83914521300,23944,"Millenials","Americas"
"19811","Puerto Rico",2005,"Female","15-24",3,295371,83914521300,23944,"Millenials","Americas"
"19812","Puerto Rico",2005,"Female","5-14",0,282182,83914521300,23944,"Millenials","Americas"
"19813","Puerto Rico",2006,"Male","75+",18,84087,87276164400,24943,"Silent","Americas"
